id_mahasiswa,nama,tgl_lahir,bidang_studi,tahun_masuk,semester,biaya_masuk,diskon,bulan_masuk,pendapatan_ortu,tahun_lulus,kategori_pendapatan
2017Z078327,Denise Summers,2006-04-09,Electrical Engineering,2017,Gasal,8571771,1125615,Agustus,1391084,2021,Bawah
2017Z064343,Jamie Lester,2003-10-19,Computer Science,2017,Genap,7989314,2798131,Januari,9935121,2021,Menengah
2017Z063604,Katherine Franklin,2005-07-22,Civil Engineering,2017,Genap,7012902,1477659,Januari,1107218,2021,Bawah
2017Z066323,Katherine Ortiz,2004-02-27,Computer Science,2017,Genap,7989314,1364907,Januari,9043891,2021,Menengah
2017Z072310,Samantha Lucas,2001-08-31,Electrical Engineering,2017,Genap,8571771,600466,Januari,6933502,2021,Menengah
2017Z083660,Sandra Knapp,2003-11-22,Civil Engineering,2017,Gasal,7012902,3813215,Agustus,9639344,2021,Menengah
2017Z081068,Harold Simpson,1998-08-13,Computer Science,2017,Gasal,7989314,1868665,Agustus,3380273,2021,Bawah
2017Z068050,Richard Murphy,1998-12-02,Electrical Engineering,2017,Genap,8571771,810042,Januari,6919352,2021,Menengah
2017Z063663,Mr. Steve Warren,2005-09-07,Mechanical Engineering,2017,Gasal,6159445,3371766,Agustus,1209753,2021,Bawah
2017Z088652,Dwayne Nelson,2000-05-29,Mechanical Engineering,2017,Genap,6159445,3419448,Januari,1423113,2021,Bawah
2017Z068919,Angela Johnson,2001-07-04,Chemical Engineering,2017,Gasal,8649039,84463,Agustus,6067074,2021,Menengah
2017Z089260,Jeffrey May,2001-09-27,Civil Engineering,2017,Genap,7012902,1887064,Januari,9727032,2021,Menengah
2017Z065807,Nathan Berry,1999-12-06,Civil Engineering,2017,Genap,7012902,3683324,Januari,4328852,2021,Bawah
2017Z063570,Paula Wilson,2002-06-01,Computer Science,2017,Gasal,7989314,615400,Agustus,17018748,2021,Atas
2017Z085717,Samantha Stevens,2005-12-24,Civil Engineering,2017,Genap,7012902,2835159,Januari,4145680,2021,Bawah
2017Z073199,Stacy Garner,2003-08-04,Electrical Engineering,2017,Genap,8571771,3118645,Januari,6538289,2021,Menengah
2017Z076102,Gary Johnson,2000-07-29,Civil Engineering,2017,Genap,7012902,1316923,Januari,2172754,2021,Bawah
2017Z083908,Sherri Wilson,2001-11-12,Electrical Engineering,2017,Genap,8571771,2912978,Januari,19331078,2021,Atas
2017Z085405,Matthew Schwartz,2005-08-27,Computer Science,2017,Gasal,7989314,3744861,Agustus,1624385,2021,Bawah
2017Z083855,Andrew Vazquez,1999-08-01,Civil Engineering,2017,Gasal,7012902,1457039,Agustus,3633256,2021,Bawah
2017Z071543,Ricky Dougherty,1997-12-11,Electrical Engineering,2017,Genap,8571771,489660,Januari,4849196,2021,Bawah
2017Z088411,Vanessa Ellis,2006-02-16,Computer Science,2017,Gasal,7989314,4322824,Agustus,19104016,2021,Atas
2017Z084791,Robert Daugherty,1999-02-20,Computer Science,2017,Genap,7989314,127614,Januari,6631876,2021,Menengah
2017Z063104,Sheila Bennett,1998-09-02,Computer Science,2017,Gasal,7989314,4366907,Agustus,1108892,2021,Bawah
2017Z081744,Sarah Sweeney,2000-06-03,Mechanical Engineering,2017,Genap,6159445,1938567,Januari,7622951,2021,Menengah
2017Z078097,Wendy Morris,2005-07-11,Mechanical Engineering,2017,Gasal,6159445,3516227,Agustus,6443522,2021,Menengah
2017Z077738,Brian Fleming,1999-03-26,Chemical Engineering,2017,Genap,8649039,1894318,Januari,12242864,2021,Atas
2017Z074402,Joseph Paul,2003-06-19,Mechanical Engineering,2017,Genap,6159445,1571772,Januari,4011919,2021,Bawah
2017Z078873,Thomas Calderon,2000-07-01,Civil Engineering,2017,Gasal,7012902,2522172,Agustus,2236692,2021,Bawah
2017Z074303,Kim White,1997-07-09,Electrical Engineering,2017,Genap,8571771,274208,Januari,1985874,2021,Bawah
2017Z071053,Mark Campbell,1998-02-25,Chemical Engineering,2017,Gasal,8649039,2244800,Agustus,2438418,2021,Bawah
2017Z072164,Thomas Martin,2001-08-12,Electrical Engineering,2017,Gasal,8571771,2842234,Agustus,1793139,2021,Bawah
2017Z087934,Diana Black,1999-01-01,Civil Engineering,2017,Genap,7012902,1858234,Januari,8042856,2021,Menengah
2017Z082989,Jennifer Wiley,1997-07-08,Electrical Engineering,2017,Genap,8571771,4356459,Januari,9481027,2021,Menengah
2017Z077710,Matthew Williams,1999-06-11,Chemical Engineering,2017,Genap,8649039,2715472,Januari,8544154,2021,Menengah
2017Z067475,Erin Owen,2003-01-21,Mechanical Engineering,2017,Gasal,6159445,4365376,Agustus,16731847,2021,Atas
2017Z076350,Lindsay Hicks,1998-02-10,Civil Engineering,2017,Genap,7012902,3073837,Januari,1033793,2021,Bawah
2017Z073523,Jessica Cline,1999-03-15,Civil Engineering,2017,Gasal,7012902,4601988,Agustus,6028063,2021,Menengah
2017Z083937,Jennifer Johnson,1998-08-04,Civil Engineering,2017,Genap,7012902,4077258,Januari,8029256,2021,Menengah
2017Z062381,Jeremy Potts,2002-05-13,Computer Science,2017,Gasal,7989314,3023197,Agustus,8080195,2021,Menengah
2017Z072709,Melissa Baker,2003-04-13,Civil Engineering,2017,Genap,7012902,3043073,Januari,9604111,2021,Menengah
2017Z064665,Eric Singh,1999-09-16,Computer Science,2017,Genap,7989314,4001888,Januari,9009806,2021,Menengah
2017Z083372,Cynthia Walker,2000-04-10,Civil Engineering,2017,Gasal,7012902,60220,Agustus,4440068,2021,Bawah
2017Z065269,Amy Smith,2005-10-26,Computer Science,2017,Genap,7989314,1725267,Januari,2439348,2021,Bawah
2017Z079334,Bonnie Mills,1998-01-24,Mechanical Engineering,2017,Gasal,6159445,235759,Agustus,6818366,2021,Menengah
2017Z062954,Lisa Roman,2001-10-22,Chemical Engineering,2017,Genap,8649039,4647966,Januari,7642567,2021,Menengah
2017Z063134,Angela Brown,2001-07-12,Mechanical Engineering,2017,Genap,6159445,4841505,Januari,2039747,2021,Bawah
2017Z087541,Sally Torres,2004-10-28,Civil Engineering,2017,Gasal,7012902,521726,Agustus,7726932,2021,Menengah
2017Z071528,Gary Pacheco,1998-09-03,Computer Science,2017,Gasal,7989314,3898131,Agustus,8664704,2021,Menengah
2017Z077901,Phillip Myers DDS,2001-10-10,Chemical Engineering,2017,Genap,8649039,2397453,Januari,3958961,2021,Bawah
2017Z063963,Kimberly Green,1999-08-22,Electrical Engineering,2017,Gasal,8571771,1028812,Agustus,1904924,2021,Bawah
2017Z076790,Chase Lee,2004-01-21,Electrical Engineering,2017,Genap,8571771,4105085,Januari,2882073,2021,Bawah
2017Z076097,Joshua Luna,2001-10-12,Electrical Engineering,2017,Genap,8571771,4710935,Januari,7627198,2021,Menengah
2017Z088489,Sarah Knapp,2004-09-01,Computer Science,2017,Genap,7989314,1288424,Januari,8074001,2021,Menengah
2017Z078862,Michael Shannon,2004-09-23,Chemical Engineering,2017,Genap,8649039,4364850,Januari,4083615,2021,Bawah
2017Z078740,David Fritz,2004-03-20,Chemical Engineering,2017,Gasal,8649039,2290169,Agustus,4317845,2021,Bawah
2017Z077282,Justin Newman,2000-11-06,Mechanical Engineering,2017,Gasal,6159445,1663797,Agustus,2521340,2021,Bawah
2017Z088308,Rebecca Anderson,2001-12-04,Computer Science,2017,Gasal,7989314,2893033,Agustus,8100090,2021,Menengah
2017Z085023,Martin Christian,1998-03-30,Electrical Engineering,2017,Genap,8571771,1733317,Januari,4326560,2021,Bawah
2017Z069091,Laura Taylor,1999-10-05,Civil Engineering,2017,Gasal,7012902,544616,Agustus,2473333,2021,Bawah
2017Z070319,Miguel Campbell,2003-11-10,Chemical Engineering,2017,Genap,8649039,3700448,Januari,13566976,2021,Atas
2017Z086369,Jaime Fox,2000-03-07,Civil Engineering,2017,Gasal,7012902,4010198,Agustus,3760099,2021,Bawah
2017Z088426,Linda Turner,1997-08-30,Civil Engineering,2017,Genap,7012902,1575493,Januari,9085386,2021,Menengah
2017Z065003,Susan Simpson,1998-12-26,Electrical Engineering,2017,Gasal,8571771,4607468,Agustus,2888822,2021,Bawah
2017Z081269,Angela Guzman,2003-08-29,Chemical Engineering,2017,Gasal,8649039,2385819,Agustus,2803285,2021,Bawah
2017Z062475,Billy Green,2003-09-02,Mechanical Engineering,2017,Genap,6159445,409512,Januari,6391304,2021,Menengah
2017Z075099,Mr. Chad Hansen DDS,2003-09-06,Electrical Engineering,2017,Genap,8571771,4452414,Januari,8024942,2021,Menengah
2017Z083666,Tracy Woodward,2004-10-25,Computer Science,2017,Gasal,7989314,1760930,Agustus,4025842,2021,Bawah
2017Z089179,Christopher Clark,2001-08-10,Civil Engineering,2017,Genap,7012902,343294,Januari,3733669,2021,Bawah
2017Z079390,Kelly Hall,1999-11-18,Mechanical Engineering,2017,Genap,6159445,1317580,Januari,2040023,2021,Bawah
2017Z078448,Thomas Nelson,2005-10-11,Computer Science,2017,Gasal,7989314,2370002,Agustus,4892424,2021,Bawah
2017Z089216,Isabella Scott,1997-06-29,Mechanical Engineering,2017,Genap,6159445,2235248,Januari,8119214,2021,Menengah
2017Z086133,Jacqueline Reed,2001-07-20,Civil Engineering,2017,Gasal,7012902,1983283,Agustus,6996181,2021,Menengah
2017Z068727,Stephen Diaz,2001-03-13,Mechanical Engineering,2017,Genap,6159445,344220,Januari,7422735,2021,Menengah
2017Z070659,Alicia Rosario,2001-12-29,Mechanical Engineering,2017,Genap,6159445,1224060,Januari,1408363,2021,Bawah
2017Z088965,Cindy Booth,2003-02-04,Chemical Engineering,2017,Genap,8649039,2405800,Januari,3120310,2021,Bawah
2017Z077835,Kevin Reed,2002-01-26,Mechanical Engineering,2017,Genap,6159445,754208,Januari,11845190,2021,Atas
2017Z076468,Roy Hall,1998-07-25,Mechanical Engineering,2017,Gasal,6159445,1406787,Agustus,9411078,2021,Menengah
2017Z072241,Megan Simmons,2003-01-26,Computer Science,2017,Gasal,7989314,1716688,Agustus,4681268,2021,Bawah
2017Z080519,Jose Williams,2000-11-27,Civil Engineering,2017,Gasal,7012902,2586090,Agustus,9992410,2021,Menengah
2017Z082485,Cynthia Gallagher,2003-06-15,Chemical Engineering,2017,Genap,8649039,2396434,Januari,2980233,2021,Bawah
2017Z082657,Matthew Davis,2000-11-08,Computer Science,2017,Gasal,7989314,4854275,Agustus,7250162,2021,Menengah
2017Z063449,Matthew Brown,2001-04-10,Civil Engineering,2017,Genap,7012902,1563290,Januari,1653036,2021,Bawah
2017Z075288,Andrew Mcdonald,2003-03-03,Civil Engineering,2017,Gasal,7012902,394704,Agustus,2685180,2021,Bawah
2017Z083056,Ronald Johnson,2002-05-04,Computer Science,2017,Gasal,7989314,3441711,Agustus,2861153,2021,Bawah
2017Z064843,Charles Sanchez,1998-05-17,Chemical Engineering,2017,Genap,8649039,4051567,Januari,2987768,2021,Bawah
2017Z064120,Daniel Parks,2005-10-30,Chemical Engineering,2017,Gasal,8649039,3399592,Agustus,9300832,2021,Menengah
2017Z071210,Noah Gilmore,1998-01-12,Civil Engineering,2017,Genap,7012902,633297,Januari,1280748,2021,Bawah
2017Z082851,Kelly Brown,2003-04-04,Electrical Engineering,2017,Gasal,8571771,3098744,Agustus,6493348,2021,Menengah
2017Z079979,Aaron Ritter,2003-07-21,Chemical Engineering,2017,Genap,8649039,2839179,Januari,1855402,2021,Bawah
2017Z074504,Jacqueline Rose,1998-10-28,Mechanical Engineering,2017,Genap,6159445,3803433,Januari,17883347,2021,Atas
2017Z079855,Rachel Wright,2003-10-14,Civil Engineering,2017,Gasal,7012902,4173033,Agustus,3937745,2021,Bawah
2017Z064502,Mr. Roy Garcia Jr.,1998-09-27,Computer Science,2017,Gasal,7989314,2877629,Agustus,2668342,2021,Bawah
2017Z085840,Larry Melendez,2000-12-31,Computer Science,2017,Genap,7989314,3121747,Januari,1756061,2021,Bawah
2017Z064477,Dwayne Young,1997-10-04,Computer Science,2017,Genap,7989314,1939324,Januari,3360069,2021,Bawah
2017Z068804,Melissa Boyer,2003-03-25,Electrical Engineering,2017,Genap,8571771,4511204,Januari,8891034,2021,Menengah
2017Z062960,Amanda Joseph,2001-10-29,Computer Science,2017,Gasal,7989314,2822716,Agustus,9215215,2021,Menengah
2017Z073097,Amy Hicks,2002-01-01,Mechanical Engineering,2017,Gasal,6159445,2971832,Agustus,9699112,2021,Menengah
2017Z086707,Michael Humphrey,1998-03-16,Chemical Engineering,2017,Genap,8649039,893500,Januari,1783842,2021,Bawah
2017Z080456,Teresa Burton,2000-09-25,Chemical Engineering,2017,Genap,8649039,2118949,Januari,1024642,2021,Bawah
2017Z079868,Tristan Stafford,1999-03-16,Electrical Engineering,2017,Genap,8571771,3683487,Januari,1433280,2021,Bawah
2017Z066405,Laura Holmes,2000-04-19,Mechanical Engineering,2017,Gasal,6159445,4933746,Agustus,1069601,2021,Bawah
2017Z074383,Pamela Perkins,2003-12-08,Computer Science,2017,Genap,7989314,2075880,Januari,3559117,2021,Bawah
2017Z069977,Philip Tran,2001-10-03,Mechanical Engineering,2017,Genap,6159445,929681,Januari,4180400,2021,Bawah
2017Z067285,Sharon Santiago,2002-03-31,Computer Science,2017,Gasal,7989314,2549001,Agustus,2791330,2021,Bawah
2017Z076161,Paul Williams,2002-08-11,Mechanical Engineering,2017,Gasal,6159445,2674068,Agustus,2588735,2021,Bawah
2017Z070140,Shannon Dalton,1999-08-20,Civil Engineering,2017,Genap,7012902,1297416,Januari,3992098,2021,Bawah
2017Z085102,Scott Shields,2004-08-24,Chemical Engineering,2017,Genap,8649039,3494748,Januari,3078162,2021,Bawah
2017Z069048,Matthew Roberts,1999-07-20,Computer Science,2017,Genap,7989314,1289850,Januari,9153920,2021,Menengah
2017Z086320,Hayden Rogers,2004-02-17,Mechanical Engineering,2017,Genap,6159445,1378323,Januari,15242297,2021,Atas
2017Z072286,Catherine Martin,1997-09-08,Mechanical Engineering,2017,Genap,6159445,1044812,Januari,6610185,2021,Menengah
2017Z062912,Darrell Ford,1998-08-10,Mechanical Engineering,2017,Genap,6159445,3292359,Januari,7467048,2021,Menengah
2017Z065400,Patrick Wells,1999-07-18,Chemical Engineering,2017,Genap,8649039,1053070,Januari,2049460,2021,Bawah
2017Z077496,James Mcknight,2000-09-03,Electrical Engineering,2017,Gasal,8571771,2281915,Agustus,9745652,2021,Menengah
2017Z075813,Nicole Sanders,2000-10-11,Electrical Engineering,2017,Genap,8571771,3174406,Januari,3446750,2021,Bawah
2017Z083347,Mary Mathis,2002-01-19,Computer Science,2017,Genap,7989314,3809238,Januari,6078925,2021,Menengah
2017Z069261,Dawn May,1999-03-01,Mechanical Engineering,2017,Gasal,6159445,1039418,Agustus,7688776,2021,Menengah
2017Z066401,Holly Donaldson,2003-07-12,Mechanical Engineering,2017,Gasal,6159445,2744011,Agustus,6363193,2021,Menengah
2017Z082629,Gina Green,2004-11-06,Electrical Engineering,2017,Gasal,8571771,1469510,Agustus,4870714,2021,Bawah
2017Z081632,Bradley Ortiz,2002-03-23,Chemical Engineering,2017,Gasal,8649039,1436007,Agustus,1980096,2021,Bawah
2017Z071486,Harry Randolph,1999-04-04,Computer Science,2017,Genap,7989314,2744630,Januari,16279398,2021,Atas
2017Z065844,James Cordova,2000-02-20,Mechanical Engineering,2017,Gasal,6159445,4630670,Agustus,3083117,2021,Bawah
2017Z067514,Michael Turner,1999-02-14,Chemical Engineering,2017,Gasal,8649039,57594,Agustus,4241293,2021,Bawah
2017Z069316,Eddie Wade,2006-05-22,Chemical Engineering,2017,Genap,8649039,2632349,Januari,2636040,2021,Bawah
2017Z082116,Gregory Nichols,2001-07-05,Chemical Engineering,2017,Genap,8649039,4731825,Januari,6961193,2021,Menengah
2017Z079705,Ann Norris,2003-05-17,Mechanical Engineering,2017,Genap,6159445,4037578,Januari,18791495,2021,Atas
2017Z089186,Michael Combs,2000-04-15,Electrical Engineering,2017,Genap,8571771,4080028,Januari,2321551,2021,Bawah
2017Z072484,Maria Roberts,2004-12-28,Civil Engineering,2017,Genap,7012902,3393033,Januari,7584174,2021,Menengah
2017Z074314,Michael Sullivan,2005-12-08,Computer Science,2017,Gasal,7989314,956006,Agustus,4900125,2021,Bawah
2017Z075210,Kurt Mccarty,2004-11-29,Chemical Engineering,2017,Genap,8649039,2337909,Januari,8649026,2021,Menengah
2017Z066417,James Norris,2003-10-25,Electrical Engineering,2017,Genap,8571771,1295114,Januari,3894072,2021,Bawah
2017Z085003,Ms. Sandra Matthews,2005-02-12,Chemical Engineering,2017,Genap,8649039,2180801,Januari,8505241,2021,Menengah
2017Z065264,Sandra Oconnell,1999-12-24,Chemical Engineering,2017,Gasal,8649039,974617,Agustus,9959395,2021,Menengah
2017Z074352,Paul Gonzalez,2000-07-17,Civil Engineering,2017,Genap,7012902,4281920,Januari,9931331,2021,Menengah
2017Z063054,Elizabeth Hopkins,2003-02-23,Mechanical Engineering,2017,Gasal,6159445,4615975,Agustus,2961047,2021,Bawah
2017Z081689,Jamie Holland,1999-04-07,Electrical Engineering,2017,Gasal,8571771,3529653,Agustus,7663477,2021,Menengah
2017Z070629,Haley Yu,2004-04-11,Chemical Engineering,2017,Genap,8649039,1999473,Januari,2722764,2021,Bawah
2017Z064542,Mr. Patrick Lozano,1997-06-15,Chemical Engineering,2017,Gasal,8649039,1609279,Agustus,12723374,2021,Atas
2017Z078468,Virginia Rivera,2005-11-12,Chemical Engineering,2017,Genap,8649039,1787517,Januari,3159518,2021,Bawah
2017Z069628,Charles Moore,2005-02-07,Computer Science,2017,Genap,7989314,762341,Januari,2436569,2021,Bawah
2017Z065799,Dustin Landry,2005-02-20,Chemical Engineering,2017,Genap,8649039,800257,Januari,4706629,2021,Bawah
2017Z066274,Timothy Arnold,2001-12-31,Civil Engineering,2017,Genap,7012902,758703,Januari,4865394,2021,Bawah
2017Z073508,Ashley Brown,2003-12-04,Mechanical Engineering,2017,Genap,6159445,1481616,Januari,1109617,2021,Bawah
2017Z078508,Christopher Morris,1999-10-21,Chemical Engineering,2017,Genap,8649039,1689461,Januari,6323267,2021,Menengah
2017Z085143,Jordan Knapp,1998-06-11,Civil Engineering,2017,Gasal,7012902,3132691,Agustus,14222041,2021,Atas
2017Z086486,Michael Simmons,2000-02-10,Mechanical Engineering,2017,Gasal,6159445,962874,Agustus,3429690,2021,Bawah
2017Z082780,Debra Hunt,2001-09-10,Mechanical Engineering,2017,Genap,6159445,4832207,Januari,2511198,2021,Bawah
2017Z071820,Kyle Guzman,1999-06-02,Computer Science,2017,Genap,7989314,4266765,Januari,1994424,2021,Bawah
2017Z075659,Gary Palmer,2002-05-28,Mechanical Engineering,2017,Genap,6159445,1438740,Januari,9203282,2021,Menengah
2017Z077719,Ashlee Bond,2004-02-05,Civil Engineering,2017,Genap,7012902,2076610,Januari,6670241,2021,Menengah
2017Z087347,Linda Matthews,2003-06-09,Civil Engineering,2017,Genap,7012902,2781704,Januari,3643309,2021,Bawah
2017Z064981,Samuel Brown,1998-02-21,Chemical Engineering,2017,Genap,8649039,2457084,Januari,1492504,2021,Bawah
2017Z070224,Christina Marks,1998-03-21,Electrical Engineering,2017,Gasal,8571771,842402,Agustus,7976423,2021,Menengah
2017Z078643,Robin Heath,2002-11-04,Computer Science,2017,Genap,7989314,4168912,Januari,4495650,2021,Bawah
2017Z086475,David Johnson,2000-07-17,Computer Science,2017,Gasal,7989314,3116807,Agustus,3804132,2021,Bawah
2017Z087786,Brian Davis,2002-06-11,Electrical Engineering,2017,Genap,8571771,3534893,Januari,4973563,2021,Bawah
2017Z086681,Natalie Brooks,2002-10-12,Computer Science,2017,Genap,7989314,4576292,Januari,1075691,2021,Bawah
2017Z077926,Michelle Moody,2005-09-21,Civil Engineering,2017,Genap,7012902,1519685,Januari,15499412,2021,Atas
2017Z069604,Christopher Sherman MD,1997-07-23,Civil Engineering,2017,Genap,7012902,694385,Januari,3601428,2021,Bawah
2017Z069428,Justin Hill,2001-01-15,Computer Science,2017,Gasal,7989314,1965021,Agustus,3014836,2021,Bawah
2017Z071203,Cynthia Peters,2005-02-13,Computer Science,2017,Genap,7989314,1358721,Januari,1913234,2021,Bawah
2017Z072778,Janice Harris,1998-03-26,Electrical Engineering,2017,Gasal,8571771,3053197,Agustus,4068791,2021,Bawah
2017Z070841,Sierra Burke,2002-05-23,Mechanical Engineering,2017,Genap,6159445,707341,Januari,7933892,2021,Menengah
2017Z066060,Denise Valdez,2000-07-25,Mechanical Engineering,2017,Genap,6159445,2296781,Januari,2618930,2021,Bawah
2017Z067383,David Diaz,1999-07-11,Electrical Engineering,2017,Gasal,8571771,3828249,Agustus,9135454,2021,Menengah
2017Z080536,Brittany George,2003-06-15,Mechanical Engineering,2017,Gasal,6159445,4446889,Agustus,3224164,2021,Bawah
2017Z070159,Robert Ortiz,2001-10-16,Computer Science,2017,Genap,7989314,4971671,Januari,2615544,2021,Bawah
2017Z066815,Jason Little Jr.,2003-03-29,Mechanical Engineering,2017,Genap,6159445,1831203,Januari,2103014,2021,Bawah
2017Z081845,Andrew King,2003-11-24,Computer Science,2017,Gasal,7989314,3721780,Agustus,4059038,2021,Bawah
2017Z076668,Jeremy Espinoza,2002-07-22,Civil Engineering,2017,Genap,7012902,2495015,Januari,1872213,2021,Bawah
2017Z080329,Luke Carson,1998-04-07,Electrical Engineering,2017,Genap,8571771,4199278,Januari,9558379,2021,Menengah
2017Z070453,Nancy Hooper,1999-09-28,Civil Engineering,2017,Gasal,7012902,3918557,Agustus,2268108,2021,Bawah
2017Z078112,Jessica James,2003-12-18,Mechanical Engineering,2017,Gasal,6159445,3320212,Agustus,6102447,2021,Menengah
2017Z077590,Amy Miller,1999-10-14,Civil Engineering,2017,Genap,7012902,387299,Januari,1641935,2021,Bawah
2017Z075174,Sally Walker,2001-06-29,Computer Science,2017,Gasal,7989314,391964,Agustus,6589009,2021,Menengah
2017Z067938,Michael Williams,2001-06-25,Chemical Engineering,2017,Genap,8649039,3102731,Januari,3254448,2021,Bawah
2017Z066716,Patrick Davis,2001-08-01,Civil Engineering,2017,Gasal,7012902,1884998,Agustus,1299041,2021,Bawah
2017Z062316,James Robinson,2001-02-26,Chemical Engineering,2017,Genap,8649039,2429645,Januari,3212259,2021,Bawah
2017Z067935,Anna Holland,1998-05-07,Electrical Engineering,2017,Genap,8571771,1349870,Januari,4437796,2021,Bawah
2017Z068523,Richard Gomez,1998-06-10,Mechanical Engineering,2017,Genap,6159445,2563325,Januari,9997744,2021,Menengah
2017Z088162,Charles Skinner,1998-03-30,Chemical Engineering,2017,Genap,8649039,789356,Januari,4356548,2021,Bawah
2017Z084487,Peter Hardy,2000-04-23,Mechanical Engineering,2017,Gasal,6159445,3655092,Agustus,8550174,2021,Menengah
2017Z071998,Jennifer Castillo,2002-03-21,Mechanical Engineering,2017,Genap,6159445,3871730,Januari,8864999,2021,Menengah
2017Z083218,Alexis Hanna,1998-09-08,Civil Engineering,2017,Gasal,7012902,466043,Agustus,2715149,2021,Bawah
2017Z087074,George Tucker,1998-10-01,Chemical Engineering,2017,Gasal,8649039,675221,Agustus,2547281,2021,Bawah
2017Z087279,Elizabeth Logan,2002-08-29,Mechanical Engineering,2017,Genap,6159445,4280463,Januari,2841632,2021,Bawah
2017Z078846,Jeffrey Sullivan,1998-08-12,Mechanical Engineering,2017,Gasal,6159445,2880765,Agustus,3464814,2021,Bawah
2017Z072428,Paul Gutierrez,1998-10-11,Civil Engineering,2017,Genap,7012902,4004198,Januari,1943393,2021,Bawah
2017Z086694,Angel Ruiz,2001-12-30,Mechanical Engineering,2017,Genap,6159445,1947751,Januari,1117613,2021,Bawah
2017Z066456,Sarah Potts,2003-06-11,Computer Science,2017,Genap,7989314,1180441,Januari,3167716,2021,Bawah
2017Z077861,Stephanie Martinez,1999-01-18,Mechanical Engineering,2017,Gasal,6159445,3114661,Agustus,6332457,2021,Menengah
2017Z075819,Rebekah Carrillo,2005-10-26,Chemical Engineering,2017,Gasal,8649039,239178,Agustus,7188072,2021,Menengah
2017Z068505,Christopher Lynn,1998-11-08,Computer Science,2017,Genap,7989314,4273479,Januari,9553220,2021,Menengah
2017Z075189,James Young,1998-07-29,Chemical Engineering,2017,Genap,8649039,2702695,Januari,3647330,2021,Bawah
2017Z066951,Joan Jones,2001-06-14,Mechanical Engineering,2017,Genap,6159445,1548115,Januari,1145202,2021,Bawah
2017Z080970,Robert Parsons,2004-04-16,Civil Engineering,2017,Genap,7012902,4647889,Januari,2260187,2021,Bawah
2017Z083899,Tony Martinez,2005-06-27,Electrical Engineering,2017,Gasal,8571771,1247350,Agustus,3918970,2021,Bawah
2017Z072313,Jason Aguilar,2005-06-23,Computer Science,2017,Genap,7989314,1451317,Januari,3286606,2021,Bawah
2017Z070366,Robert Leon,2005-11-29,Electrical Engineering,2017,Gasal,8571771,240353,Agustus,4497618,2021,Bawah
2017Z074148,Steven Nelson,2003-06-04,Civil Engineering,2017,Genap,7012902,2565268,Januari,7728645,2021,Menengah
2017Z063324,Alicia Heath,1998-08-28,Chemical Engineering,2017,Genap,8649039,4085490,Januari,1961583,2021,Bawah
2017Z079027,Charles Mccormick,2006-03-16,Civil Engineering,2017,Genap,7012902,2773231,Januari,3209845,2021,Bawah
2017Z071850,James Jacobson,1999-12-13,Mechanical Engineering,2017,Genap,6159445,2779358,Januari,7151411,2021,Menengah
2017Z066775,Gary Price,2002-10-15,Mechanical Engineering,2017,Genap,6159445,511633,Januari,8416394,2021,Menengah
2017Z083108,Amanda Scott,2004-10-03,Chemical Engineering,2017,Gasal,8649039,1319403,Agustus,6712354,2021,Menengah
2017Z075472,Stephanie Charles,2001-04-03,Electrical Engineering,2017,Gasal,8571771,1232727,Agustus,7928592,2021,Menengah
2017Z089301,Lisa Ross,2002-04-21,Computer Science,2017,Genap,7989314,2721726,Januari,8232296,2021,Menengah
2017Z086386,James Palmer,2000-02-24,Civil Engineering,2017,Gasal,7012902,2930612,Agustus,6955480,2021,Menengah
2017Z065015,Nathan Payne,2000-12-22,Electrical Engineering,2017,Gasal,8571771,2847113,Agustus,8748762,2021,Menengah
2017Z082496,Sean Sanchez,2000-09-04,Electrical Engineering,2017,Gasal,8571771,49802,Agustus,4982399,2021,Bawah
2017Z065845,Becky Cox,2004-08-15,Mechanical Engineering,2017,Genap,6159445,2338121,Januari,9336895,2021,Menengah
2017Z078188,Lydia Nguyen,2006-02-05,Electrical Engineering,2017,Gasal,8571771,2679508,Agustus,7299414,2021,Menengah
2017Z071996,Ryan Weiss,2002-11-02,Civil Engineering,2017,Gasal,7012902,598594,Agustus,9169971,2021,Menengah
2017Z065736,Sean Herring,2004-05-29,Computer Science,2017,Genap,7989314,1855725,Januari,4649982,2021,Bawah
2017Z073675,Mary Leonard,2000-05-29,Computer Science,2017,Gasal,7989314,4526682,Agustus,3029047,2021,Bawah
2017Z078954,Stacy Allen,2000-12-02,Electrical Engineering,2017,Gasal,8571771,4793882,Agustus,2105327,2021,Bawah
2017Z073122,Trevor Ware,2004-03-29,Civil Engineering,2017,Gasal,7012902,3709080,Agustus,1220833,2021,Bawah
2017Z070207,Robert Harrison,1999-01-25,Civil Engineering,2017,Genap,7012902,694287,Januari,8894147,2021,Menengah
2017Z082461,Sarah Scott,1999-06-06,Mechanical Engineering,2017,Gasal,6159445,4640365,Agustus,1358370,2021,Bawah
2017Z087785,Richard Adkins,2002-09-02,Chemical Engineering,2017,Gasal,8649039,762429,Agustus,4820068,2021,Bawah
2017Z083102,Danielle Jackson,2005-12-21,Chemical Engineering,2017,Gasal,8649039,4023972,Agustus,13836257,2021,Atas
2017Z086559,Christine Burton,1997-05-31,Electrical Engineering,2017,Genap,8571771,3371474,Januari,19544430,2021,Atas
2017Z085462,Tracy Brown,2000-10-27,Electrical Engineering,2017,Gasal,8571771,741173,Agustus,2806275,2021,Bawah
